Frecuencia_Hz;Potencia_dB_Relativa;SNR_Estimado_dB
1920000000;-76.0400564059583;-5.84259094746019
1920100000;-76.3438625691021;-10
1920200000;-76.4214026481631;-9.42107446252145
1920300000;-68.4249905293823;-40
1920400000;-68.6687795651679;-40
1920500000;-76.2414195608832;-2.20853442003478
1920600000;-68.8440162598255;-40
1920700000;-68.5037885343824;-40
1920800000;-69.0990120198985;-40
1920900000;-68.6597907989276;-40
1921000000;-69.1188069141281;-40
1921100000;-68.7026138240606;-40
1921200000;-66.1086399791252;-40
1921300000;-68.0114228834621;-40
1921400000;-68.2429056466159;-40
1921500000;-68.8543885482878;-40
1921600000;-68.2302528055076;-40
1921700000;-68.5380914151588;-40
1921800000;-68.2146046167363;-40
1921900000;-68.6653067377529;-40
1922000000;-67.9455104090536;-40
1922100000;-68.7386558602993;-40
1922200000;-65.8483575883079;-40
1922300000;-68.3191708157035;-40
1922400000;-68.1881652489081;-40
1922500000;-68.6651106566979;-40
1922600000;-67.7761535936366;-40
1922700000;-68.3802615892221;-40
1922800000;-68.131144725112;-40
1922900000;-67.9338288730702;-40
1923000000;-68.3025448029891;-40
1923100000;-69.3849697696908;-40
1923200000;-68.0399918991786;-40
1923300000;-68.6938984044562;-40
1923400000;-68.517068682136;-40
1923500000;-67.6820679180784;-40
1923600000;-68.1836908754892;-40
1923700000;-68.741241773366;-40
1923800000;-67.7935158136222;-40
1923900000;-67.3810962265089;-40
1924000000;-68.0291451380118;-40
1924100000;-68.9082604517376;-40
1924200000;-67.7897860979366;-40
1924300000;-68.0907020749865;-40
1924400000;-68.674896456455;-40
1924500000;-68.686791208766;-40
1924600000;-67.1522942170593;-40
1924700000;-68.1507307525806;-40
1924800000;-69.2894379587473;-40
1924900000;-67.681344096353;-40
1925000000;-67.7130502907157;-40
1925100000;-68.5009345781279;-40
1925200000;-68.6105461512751;-40
1925300000;-67.6594433838782;-40
1925400000;-67.7656089023586;-40
1925500000;-69.0011490040393;-40
1925600000;-67.9258462489458;-40
1925700000;-67.9917261067816;-40
1925800000;-68.3905774502723;-40
1925900000;-68.7652384613548;-40
1926000000;-68.2762368827221;-40
1926100000;-67.9911042469307;-40
1926200000;-68.2707357245406;-40
1926300000;-68.3129788232635;-40
1926400000;-68.3601295524214;-40
1926500000;-68.0512440937088;-40
1926600000;-68.8425938021551;-40
1926700000;-68.6199005886056;-40
1926800000;-68.1509887984846;-40
1926900000;-68.5721626764076;-40
1927000000;-68.0649092860006;-40
1927100000;-69.297654485058;-40
1927200000;-67.9595809661023;-40
1927300000;-68.3924798775625;-40
1927400000;-68.5681838376606;-40
1927500000;-68.5318894020884;-40
1927600000;-68.6430609020864;-40
1927700000;-68.8073330150852;-40
1927800000;-68.2953492460412;-40
1927900000;-68.3873268423866;-40
1928000000;-67.9849774714465;-40
1928100000;-68.6723279129941;-40
1928200000;-68.0888891684282;-40
1928300000;-68.4253135007781;-40
1928400000;-68.1509565419081;-40
1928500000;-68.4372803588046;-40
1928600000;-68.4118995026833;-40
1928700000;-68.1376099952797;-40
1928800000;-68.5848767368339;-40
1928900000;-69.6379087682856;-40
1929000000;-68.6026074697087;-40
1929100000;-68.7681153937124;-40
1929200000;-68.7232609519198;-40
1929300000;-68.4499022282298;-40
1929400000;-67.8789469385509;-40
1929500000;-68.1017931697607;-40
1929600000;-69.2006918130817;-40
1929700000;-68.2191044163111;-40
1929800000;-68.3997904929992;-40
1929900000;-68.3543927098161;-40
1930000000;-67.7692470012144;-40
1930100000;-68.9041764636832;-40
1930200000;-68.0954637622551;-40
1930300000;-68.0741342067916;-40
1930400000;-67.5958777113421;-40
1930500000;-67.6537437688603;-40
1930600000;-68.3678537782353;-40
1930700000;-68.4819977552546;-40
1930800000;-68.0503488959337;-40
1930900000;-68.6240637933254;-40
1931000000;-68.2380322742758;-40
1931100000;-68.9867904653846;-40
1931200000;-68.2512821746393;-40
1931300000;-68.7553361752905;-40
1931400000;-68.3871429184502;-40
1931500000;-68.5080659841655;-40
1931600000;-68.5128384553305;-40
1931700000;-67.8634981680939;-40
1931800000;-67.8364173321874;-40
1931900000;-68.7264563618939;-40
1932000000;-68.3805200375215;-40
1932100000;-68.3605560590949;-40
1932200000;-68.2801363721788;-40
1932300000;-69.0691969042617;-40
1932400000;-67.6833479301504;-40
1932500000;-68.8046549655283;-40
1932600000;-68.1797990594314;-40
1932700000;-67.8613370635086;-40
1932800000;-68.0034336752932;-40
1932900000;-68.1357388331118;-40
1933000000;-67.4873448350414;-40
1933100000;-69.6078857477069;-40
1933200000;-69.4725807946291;-40
1933300000;-68.2663941348638;-40
1933400000;-67.5850023550558;-40
1933500000;-67.8423559574757;-40
1933600000;-68.45279198963;-40
1933700000;-69.0873991431889;-40
1933800000;-68.1745159314828;-40
1933900000;-68.5043833447372;-40
1934000000;-68.2810536261202;-40
1934100000;-68.3176555082684;-40
1934200000;-67.5756174843335;-40
1934300000;-68.9570886455797;-40
1934400000;-69.0862787694228;-40
1934500000;-68.7272297982944;-40
1934600000;-68.0059412032979;-40
1934700000;-68.2836469133927;-40
1934800000;-67.9927585907641;-40
1934900000;-69.3524607114922;-40
1935000000;-67.9720439670044;-40
1935100000;-68.5919546331053;-40
1935200000;-68.8724113472431;-40
1935300000;-67.5699759643457;-40
1935400000;-68.3855356185106;-40
1935500000;-68.3104549703874;-40
1935600000;-67.4493111367777;-40
1935700000;-69.7056662201893;-40
1935800000;-67.8035806353064;-40
1935900000;-67.6998015431511;-40
1936000000;-68.8700811265962;-40
1936100000;-68.2974572838985;-40
1936200000;-68.686236562643;-40
1936300000;-69.8063600836916;-40
1936400000;-68.8613121300827;-40
1936500000;-67.6748929383293;-40
1936600000;-68.7866716075185;-40
1936700000;-68.1762351632485;-40
1936800000;-68.2056451125308;-40
1936900000;-69.0447177237961;-40
1937000000;-68.2825894631454;-40
1937100000;-68.2077557982155;-40
1937200000;-68.3737374661353;-40
1937300000;-67.5937208882574;-40
1937400000;-69.1126359662509;-40
1937500000;-68.0195832892926;-40
1937600000;-68.3114924511898;-40
1937700000;-68.137667879129;-40
1937800000;-67.9507745964307;-40
1937900000;-66.7882988212924;-40
1938000000;-68.6487726593034;-40
1938100000;-68.8206276586462;-40
1938200000;-67.9375001624999;-40
1938300000;-67.5483138867707;-40
1938400000;-68.6263088340406;-40
1938500000;-68.7891816607732;-40
1938600000;-68.1940253216373;-40
1938700000;-68.4931237754992;-40
1938800000;-66.7821374054636;-40
1938900000;-65.591928138121;-40
1939000000;-65.670397681319;-40
1939100000;-63.5993253393794;-40
1939200000;-64.0760387636912;-40
1939300000;-64.0182456069427;-40
1939400000;-64.358674645425;-40
1939500000;-63.4307951840678;-40
1939600000;-65.0123795427829;-40
1939700000;-64.0582078505266;-40
1939800000;-64.5768803913968;-40
1939900000;-63.2749528005485;-40
1940000000;-63.1665271550584;-40
1940100000;-43.0155947522777;-10
1940200000;-63.8442679578555;-40
1940300000;-64.416868033975;-40
1940400000;-63.8472293475282;-40
1940500000;-64.5178313419342;-40
1940600000;-63.3319331117511;-40
1940700000;-63.9874738236489;-40
1940800000;-64.2142590743763;-40
1940900000;-63.9798030970609;-40
1941000000;-63.5388676523557;-40
1941100000;-63.8647925434821;-40
1941200000;-65.3356231266866;-40
1941300000;-65.9204025554362;-40
1941400000;-65.4411195022413;-40
1941500000;-66.8771007471797;-40
1941600000;-68.2803889300235;-40
1941700000;-68.8723656446228;-40
1941800000;-68.9670108130719;-40
1941900000;-68.3181516126658;-40
1942000000;-66.9488930886904;-40
1942100000;-67.7272757427009;-40
1942200000;-68.797019968439;-40
1942300000;-69.5937250747926;-40
1942400000;-68.5247750503908;-40
1942500000;-68.2791462212523;-40
1942600000;-67.767941423602;-40
1942700000;-68.7706445048079;-40
1942800000;-68.7434151308758;-40
1942900000;-68.6684888455007;-40
1943000000;-68.6185496632248;-40
1943100000;-69.4281604507134;-40
1943200000;-69.8361085719213;-40
1943300000;-68.0561457345756;-40
1943400000;-68.5053352107853;-40
1943500000;-68.2445796602096;-40
1943600000;-67.5618174864568;-40
1943700000;-68.9550619009461;-40
1943800000;-69.4653276812427;-40
1943900000;-68.1693558372623;-40
1944000000;-67.8533659765453;-40
1944100000;-68.4750063058524;-40
1944200000;-68.8309517166221;-40
1944300000;-68.2197663521764;-40
1944400000;-69.5949933281839;-40
1944500000;-69.0751148429318;-40
1944600000;-68.4609947235188;-40
1944700000;-68.9724636528365;-40
1944800000;-68.0551296247661;-40
1944900000;-69.3423062439634;-40
1945000000;-67.9689681677492;-40
1945100000;-69.4190973856724;-40
1945200000;-68.8571278130691;-40
1945300000;-67.4259476408869;-40
1945400000;-69.0170826840281;-40
1945500000;-68.9510888102192;-40
1945600000;-68.0403189158438;-40
1945700000;-68.2147944703873;-40
1945800000;-68.4024625172913;-40
1945900000;-68.072378886304;-40
1946000000;-67.6637143593638;-40
1946100000;-69.2933470531061;-40
1946200000;-68.827165891186;-40
1946300000;-68.1869616575151;-40
1946400000;-68.0135224881936;-40
1946500000;-68.4587781118435;-40
1946600000;-68.5390859705641;-40
1946700000;-68.4378523452383;-40
1946800000;-68.3006613255936;-40
1946900000;-67.6987724540795;-40
1947000000;-68.4559120481193;-40
1947100000;-68.4055055695281;-40
1947200000;-68.2572016493336;-40
1947300000;-68.114959552105;-40
1947400000;-65.8936271397222;-40
1947500000;-76.7121107962146;1.7073353469075
1947600000;-69.358317753375;-40
1947700000;-68.5342704914275;-40
1947800000;-67.4836144054605;-40
1947900000;-67.7700388095864;-40
1948000000;-68.7910352501173;-40
1948100000;-67.8352113844337;-40
1948200000;-68.5330516050942;-40
1948300000;-68.4208695993433;-40
1948400000;-68.5286228124354;-40
1948500000;-69.2440623004897;-40
1948600000;-67.7738758061877;-40
1948700000;-67.6607167441019;-40
1948800000;-65.077800674608;-40
1948900000;-76.7681465636482;1.42518957288618
1949000000;-67.3762467544189;-40
1949100000;-68.4900117537255;-40
1949200000;-67.7991282983303;-40
1949300000;-68.1376292898104;-40
1949400000;-68.9890355059442;-40
1949500000;-67.9809742622382;-40
1949600000;-67.5839774619641;-40
1949700000;-68.6674787459455;-40
1949800000;-67.3234435442702;-40
1949900000;-66.0278011142528;-40
1950000000;-74.0069188195279;-40
1950100000;-68.839886367216;-40
1950200000;-68.4894119341484;-40
1950300000;-68.247467861646;-40
1950400000;-67.7586542101335;-40
1950500000;-68.4257739483382;-40
1950600000;-66.0371766925487;-40
1950700000;-76.7742035721457;1.67226369308271
1950800000;-68.1042624179252;-40
1950900000;-65.7213594967967;-40
1951000000;-74.2034263614024;-40
1951100000;-67.7866231018072;-40
1951200000;-68.5732432762143;-40
1951300000;-65.1182125755683;-40
1951400000;-74.102575182048;-40
1951500000;-66.4892627803693;-40
1951600000;-68.149047379367;-40
1951700000;-77.0836132443943;2.70728473483949
1951800000;-68.9172479921647;-40
1951900000;-64.9354012062468;-40
1952000000;-68.4070723760776;-40
1952100000;-68.9686303706505;-40
1952200000;-77.5607192080476;7.75650539728553
1952300000;-66.1827583970071;-40
1952400000;-68.0314416114091;-40
1952500000;-76.9493773722417;4.42797911319354
1952600000;-68.5517600255058;-40
1952700000;-65.8379296620088;-40
1952800000;-74.0431447489605;-40
1952900000;-67.9716044337188;-40
1953000000;-65.7622721245255;-40
1953100000;-68.225636433833;-40
1953200000;-74.1849829717323;-40
1953300000;-69.2181761278809;-40
1953400000;-65.7872216064312;-40
1953500000;-68.559322716154;-40
1953600000;-77.2315696547196;6.53587053561673
1953700000;-65.9505845841488;-40
1953800000;-69.2460459014429;-40
1953900000;-67.8006872873965;-40
1954000000;-74.7383223275008;-40
1954100000;-66.0116917241185;-40
1954200000;-68.5582880877526;-40
1954300000;-68.053993882782;-40
1954400000;-73.6297599941892;-40
1954500000;-65.5986508450581;-40
1954600000;-68.4132219073674;-40
1954700000;-67.5539441875465;-40
1954800000;-74.2786809227499;-40
1954900000;-66.4502411916577;-40
1955000000;-68.5706630787894;-40
1955100000;-69.1808235908975;-40
1955200000;-77.7164286318408;10.2983467625402
1955300000;-65.8948050466729;-40
1955400000;-68.6853025818889;-40
1955500000;-68.2928489457448;-40
1955600000;-73.5916595649893;-40
1955700000;-65.5421393228571;-40
1955800000;-69.3559501487117;-40
1955900000;-73.5380267664533;-40
1956000000;-65.6775423548659;-40
1956100000;-67.8693772238332;-40
1956200000;-77.0456350922849;4.80613552130107
1956300000;-69.5694121719918;-40
1956400000;-66.4198260761293;-40
1956500000;-67.6023091292451;-40
1956600000;-73.5256220030015;-40
1956700000;-65.5251122299169;-40
1956800000;-67.7945081722972;-40
1956900000;-68.1607671260286;-40
1957000000;-74.5072718652466;-40
1957100000;-66.0498879862697;-40
1957200000;-68.2484178270223;-40
1957300000;-68.6557236547407;-40
1957400000;-74.7280143171066;-40
1957500000;-65.6550104123272;-40
1957600000;-69.1868793394231;-40
1957700000;-68.6311770739198;-40
1957800000;-68.5561629122481;-40
1957900000;-69.4353690478071;-40
1958000000;-68.8843562054708;-40
1958100000;-68.2785814711593;-40
1958200000;-68.6308528350998;-40
1958300000;-68.8991151938118;-40
1958400000;-68.2316590484803;-40
1958500000;-68.6644425951268;-40
1958600000;-69.0790992365463;-40
1958700000;-67.5640036053453;-40
1958800000;-68.3063476414342;-40
1958900000;-68.5178197500339;-40
1959000000;-67.9300073996141;-40
1959100000;-68.7310990477699;-40
1959200000;-69.3085386426198;-40
1959300000;-68.258947320238;-40
1959400000;-68.7466106102976;-40
1959500000;-72.6695024005242;-40
1959600000;-65.7908655209875;-40
1959700000;-68.4018951726233;-40
1959800000;-77.4134472196253;8.23867548437306
1959900000;-68.8763664451022;-40
1960000000;-65.8961675199113;-40
